,A1S1,A2S9,A3S17,A4S25,A5S33,A6S41,B1S2,B2S10,B3S18,B4S26,B5S34,B6S42,C1S3,C2S11,C4S27,C5S35,C6S43,D1S4,D2S12,D3S20,D4S28,D5S36,D6S44,E1S5,E2S13,E3S21,E4S29,E5S37,E6S45,F1S6,F2S14,F3S22,F4S30,F5S38,F6S46,G1S7,G2S15,G3S23,G4S31,G5S39,G6S47,H1S8,H2S16,H3S24,H4S32,H5S40,H6S48,A7S49,A8S57,A10S73,A11S81,A12S89,B7S50,B8S58,B9S66,B10S74,B11S82,B12S90,C8S59,C9S67,C10S75,C11S83,C12S91,D7S52,D8S60,D10S76,D11S84,D12S92,E7S53,E9S69,E11S85,E12S93,F7S54,F8S62,F9S70,F10S78,F11S86,F12S94,G7S55,G9S71,G10S79,G11S87,G12S95,H7S56,H8S64,H9S72,H11S88,A10_tophat,A11_tophat,A12_tophat,A1_tophat,A2_tophat,A3_tophat,A4_tophat,A5_tophat,A6_tophat,A7_tophat,A8_tophat,A9_tophat,B10_tophat,B11_tophat,B12_tophat,B1_tophat,B2_tophat,B3_tophat,B4_tophat,B5_tophat,B6_tophat,B7_tophat,B8_tophat,B9_tophat,C10_tophat,C11_tophat,C12_tophat,C1_tophat,C2_tophat,C3_tophat,C4_tophat,C5_tophat,C6_tophat,C7_tophat,C8_tophat,C9_tophat,D10_tophat,D11_tophat,D12_tophat,D1_tophat,D2_tophat,D3_tophat,D4_tophat,D5_tophat,D6_tophat,D7_tophat,D8_tophat,D9_tophat,E10_tophat,E11_tophat,E12_tophat,E1_tophat,E2_tophat,E3_tophat,E4_tophat,E5_tophat,E6_tophat,E7_tophat,E8_tophat,E9_tophat,F10_tophat,F11_tophat,F12_tophat,F1_tophat,F2_tophat,F3_tophat,F4_tophat,F5_tophat,F6_tophat,F7_tophat,F8_tophat,F9_tophat,G10_tophat,G11_tophat,G12_tophat,G1_tophat,G2_tophat,G3_tophat,G4_tophat,G5_tophat,G6_tophat,G7_tophat,G8_tophat,G9_tophat,H10_tophat,H11_tophat,H12_tophat,H1_tophat,H2_tophat,H3_tophat,H4_tophat,H5_tophat,H6_tophat,H7_tophat,H8_tophat,H9_tophat
TBL1X,0,0.780188311,1.555207565,2.447914868,14.59929594,0,4.640614541,0,1.377494383,1.927720209,0,3.064844653,7.489211578,27.73264045,9.898746494,0.165596577,0,2.914251681,3.103255108,4.136820444,0.145904915,0.730936587,0.478206764,0.183787289,0,21.90418618,2.320112209,0.829571436,20.24856901,7.838893653,0,0.226032432,0,22.1476678,0.49926498,21.9051942,1.030026475,0,0,0.574617543,38.71455813,27.33395553,57.52821635,0,4.786656388,0,0,14.16133953,0.532447518,0,6.310304465,0,0,0.259811807,0.353659882,0,0,13.84425889,0,0,4.502495917,0,0,0.957070337,0,2.045010543,0,35.32184833,0.145402473,0.108326181,0,0,2.999121896,16.58676113,0,37.24054632,1.409786444,0,0,0,0,0,0,0,2.038095964,0,0,1.584962501,2.584962501,6.426264755,3.169925001,4.321928095,2.321928095,6.741466986,0,1,1,5,0,2,6,2,0,0,0,5.95419631,6,4.247927513,5.426264755,0,3,7.209453366,6.285402219,4.584962501,0,5.129283017,3.906890596,0,1.584962501,0,7.906890596,4.247927513,0,0,0,3.169925001,2.321928095,0,7.46760555,0,2.807354922,0,6.727920455,8.77807713,3.584962501,0,1,1.584962501,5.247927513,4,0,0,0,0,4.321928095,1.584962501,1,6.741466986,4.247927513,2.584962501,0,2,5.584962501,6.491853096,6.820178962,2.584962501,5.700439718,0,7.54689446,6.475733431,7.400879436,6.658211483,6.108524457,0,8.335390355,3.459431619,0,0,4.64385619,8.611024797,1.584962501,4.584962501,4.700439718,6.930737338,0,5.209453366,3.321928095,1,3.459431619,5.044394119,6.741466986,1.584962501,1.584962501
GPR143,0,0,0,30.79185741,6.61517489,5.596421856,0,21.82158843,0,13.24779382,0,0,0,0,0,0,5.497695215,0,0,0,0,0,0,0,0,0,0,0,0,5.633559486,0,0,0,0,0.703810991,0,0,0,0,0,0,0,0,0,0,0,0,0,147.4905863,200.0974756,0,0,0,0,0,106.6283762,50.65918133,0,84.49453152,0,196.2731843,0,0,10.1188244,0,0,0,0,0,24.12767425,0,0,0,0,0,0,0,0,126.5909704,0,0,0,0,0,0,0,0,0,0,0,7.614709844,7.266786541,6.918863237,1,6.426264755,6.321928095,0,0,0,1.584962501,0,0,0,0,0,6.599912842,5.087462841,0,0,8.768184325,3.169925001,0,2.584962501,0,3.459431619,6.658211483,6.906890596,0,0,7.159871337,0,0,0,0,2.807354922,0,0,0,5.087462841,0,2.807354922,0,0,0,0,0,0,4.807354922,5.95419631,0,0,6.339850003,0,0,6.977279923,0,0,0,0,1,0,7.459431619,0,0,0,6.686500527,5.523561956,0,0,1,0,0,0,7.584962501,6.727920455,0,0,0,2.807354922,0,0,0,0,0,0,0,0,2,6.22881869,5.426264755,6.442943496,6.459431619,0
NXT2,0,0,0,0,0,0,0,8.409929079,0,0,0.333377008,0,0,4.908995011,0,23.86487719,2.973731572,0,16.45630293,0,0,9.697839531,34.18479935,25.22516538,0,3.607670936,0,0,0,0,0,1.03411313,1.611658553,0,3.42625481,1.101293333,0,0,43.30498612,0,0,0,0,0,0,38.51342147,49.54035127,0,63.94453148,0,0,0,35.0315271,0.891491982,0,0,0,0,0,9.096665653,35.65248355,9.762670632,22.83346813,0,0,0,0,0,0,0,0,0,6.860589219,0,99.64217695,0,0,13.3378387,0,0,0,185.4412596,49.58817271,1.373550708,0,0,0,2,5.857980995,0,0,0,1.584962501,1.584962501,0,2.584962501,4.523561956,0,0,0,7.607330314,0,0,0,0,0,0,0,0,0,0,6.087462841,7.044394119,4.857980995,0,0,0,3.807354922,0,7.383704292,2,0,1.584962501,5.64385619,6.988684687,0,0,5.781359714,7.614709844,1,0,0,0,0,0,4.087462841,0,8.17990909,0,0,0,0,0,0,9.674192268,0,4.087462841,0,7.900866808,6.044394119,3.169925001,0,7.54689446,0,0,5.754887502,5.781359714,1.584962501,3.321928095,8.451211112,6.357552005,0,4.087462841,0,0,7.672425342,0,1,7.77478706,0,0,1,4.95419631,7.247927513,0,3.169925001,0,1.584962501,2.807354922,5.882643049,3.169925001,0,5.906890596
ALG13,11.66898648,13.16614737,6.064680601,14.34568169,5.021166578,2.973526293,17.0246008,5.300290067,9.079434247,6.600581801,0.748510372,8.677843141,43.72515479,10.73924518,6.135920513,7.796366934,8.345914939,17.3156328,15.57624374,0,11.11573427,4.254679392,8.186983894,15.10305945,2.520087641,9.600090103,3.847945627,3.077188592,8.323734553,9.473169738,4.226853363,9.287315961,9.304856499,0.537832579,10.89806794,7.933131824,3.703189226,6.133977532,22.60528346,3.44314369,6.710165733,50.25747091,15.50294822,23.23590107,0.793049024,17.01411871,6.179434794,7.245471499,28.71412474,5.634727216,32.26001011,0.431923547,0.23201793,17.90329591,2.320975759,0,35.36624955,5.441697252,0.11714069,0,17.64026752,2.892157393,0,0.102407578,3.496534992,2.684172078,0,0,8.214742526,5.19277717,8.899043488,14.34570746,0.781344479,9.065140849,0,0.590337687,2.129628693,41.08060336,7.253915109,2.23675485,19.91622021,26.44167,0,1.413475606,8.473907753,4.009501934,0,6.794415866,4.754887502,7.912889336,8.839203788,3,7.055282436,6.539158811,4.700439718,7.700439718,1.584962501,6.303780748,6.714245518,0,6.714245518,7.348728154,0,5.64385619,7.851749041,7.693486957,7.076815597,7.965784285,1,7.900866808,7.21916852,4.95419631,2.321928095,5.584962501,6.62935662,7.022367813,5.392317423,4.857980995,5.95419631,7.14974712,6.491853096,7.312882955,4.700439718,6.614709844,5.857980995,6.554588852,6.727920455,6.820178962,7.451211112,6.977279923,5.044394119,2,0,1.584962501,5.977279923,6.569855608,6.357552005,7.303780748,8.271463028,4.906890596,9.394462695,5.882643049,1,6.781359714,9.799281622,3.584962501,4.087462841,2.584962501,5.882643049,6.988684687,5.554588852,8.214319121,7.523561956,6.95419631,1.584962501,3.459431619,4.906890596,6.14974712,7,4.087462841,5.357552005,5.044394119,5.523561956,6.569855608,6.832890014,5.64385619,5.781359714,0,5.321928095,0,6.906890596,1.584962501,5.700439718,7,6.820178962,6.686500527,3,4,5.426264755,5.426264755,6.189824559,6.321928095,3.169925001
PRPS2,181.5298278,0,152.383212,55.98873015,0.331265103,100.8898095,0,80.64493192,96.96866216,81.7517536,41.11053447,168.3577962,92.23486051,59.15110339,0.433724552,26.51268445,70.20292337,28.31739436,13.62197858,57.82174028,87.50718725,54.61209407,13.36811576,143.3889374,85.05490559,75.26024226,12.52938407,41.81299719,94.1950061,152.7295781,12.54875828,244.704612,82.87327594,50.69608325,56.46156525,102.1607293,46.5940207,17.84644956,50.93965351,208.3354589,154.4914095,52.20129752,0,39.90202449,50.61999142,137.8675602,31.1077856,2.481979164,98.10171776,0,107.3560821,0,66.47103394,3.301343284,45.83716738,91.26274137,99.76070217,27.64369927,37.21132442,14.99591153,173.8356611,77.50255489,54.60319923,13.37729621,147.1446643,8.661759063,0,0,7.020809569,4.679981683,50.65067144,66.67746483,7.290389981,11.99725142,36.40585338,49.94924657,217.071812,0,64.60666089,49.13983338,129.1921686,180.1682332,69.48849582,62.94527699,0,0,0,8.361943774,8.154818109,8.980139578,7.741466986,8.214319121,7.303780748,8.388017285,6.781359714,6.988684687,8.577428828,5.672425342,10.25974326,0,10.4767462,7.257387843,1,0,6.918863237,10.12153352,9.594324604,8.339850003,9.445014846,7.62935662,10.37068741,8.962896005,8.854868383,8.405141463,1.584962501,7.055282436,0,0,7.577428828,7.658211483,9.167418146,11.12476754,7.129283017,6.357552005,7.73470962,8.832890014,5.554588852,8.005624549,7.392317423,10.40194612,8.603626345,5.554588852,9.348728154,9.73978061,7.977279923,9.136991112,1.584962501,9.839203788,7.483815777,8.654636029,9.717676423,1,1,7.876516947,9.100662339,8.523561956,7.622051819,8.675957033,8.483815777,6.727920455,5.321928095,7.6794801,8.271463028,9.968666793,8.577428828,8.108524457,9.784634846,8.87036472,7.50779464,8.169925001,8.897845456,8.071462363,9.583082768,7.577428828,9.01402047,10.12153352,9.548821908,0,7.714245518,9.577428828,1,8.682994584,7.434628228,9.211888295,9.047123912,7.614709844,5.832890014,6,8.912889336,9.108524457,8.392317423,9.791162889,9.550746785
MOSPD1,0,0,0,95.22314922,0,29.90581391,9.843224645,0,0,0,0,0,0,0.865055972,0,0,0,0,0.739191676,1.275205035,43.58198916,0.383038096,18.79486658,0,0,0,0.379945478,3.260448335,0,30.20495086,12.01397008,0,0.263718121,0,0,0,0,5.257197103,1.667308285,0,0,0,0,86.46395158,7.686992075,18.99355569,0,0,62.78004094,9.407744389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.083765811,0,0,0,0,0,0,0,0,0,0,0,110.5998313,0,0,0,0,6.711784268,0,0,0,102.9333552,0,3.321928095,6.339850003,0,0,0,2,0,0,0,0,0,0,0,4.807354922,7.539158811,0,0,2.321928095,0,5.087462841,0,8.144658243,2,0,7.807354922,0,0,7.108524457,0,2.807354922,1,0,4.807354922,0,1.584962501,7.375039431,6.599912842,2,0,7.044394119,6.62935662,0,0,5.754887502,0,0,0,0,7.330916878,0,4.584962501,0,0,0,7.839203788,0,0,8.851749041,9.312882955,1,2,0,2.807354922,0,5.209453366,4.64385619,2,4.857980995,1.584962501,0,0,0,6.62935662,0,5.832890014,4.459431619,0,5.95419631,6.672425342,3.459431619,0,0,0,8.717676423,4.584962501,4,3.169925001,5.392317423,0,5.459431619,1,1,3.459431619,0,6.357552005,4.321928095
SUV39H1,14.75170542,0,0,0,0,0,0,0,0,0,0,46.60931245,0,25.76482399,0,0,0,0,0,2.785251497,0,1.825344847,0,0.764943653,0,0,0,0,0,0,0,0,0,0,0,0,1.714835051,0,0,0,0,0,0,0,0,0.973254185,0,0,12.18859003,0,0,0,0,0,0,0,0,0,0,1.868681374,0,0,0,0,0,0,0,0,0.302590836,0,0,0,1.628176601,0,0,0,0,0,0.263210626,0,0,0,0,0,0,0,0,3.459431619,2.584962501,0,0,0,0,0,2.807354922,1,0,0,0,0,0,4.95419631,0,0,1,0,3.459431619,0,0,0,7.209453366,0,3.906890596,6.820178962,0,0,0,1,0,0,4.523561956,3.459431619,1,0,1,3.700439718,7,0,4.087462841,0,2.584962501,0,0,0,0,0,0,3.459431619,0,0,0,0,0,0,0,0,0,0,4.906890596,0,1.584962501,0,0,0,2,0,4.321928095,0,0,6.169925001,0,0,0,0,1.584962501,0,0,0,0,3,0,3.584962501,0,5.392317423,0,0,0,0,0,0,0,0,1
ABCD1,0,0,0.286123575,0,0,0,0,0.320390201,0,0,0,0,0,0,0,0.274194757,0,0,0,0,2.657482419,0,7.52223871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803424045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1705499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321928095,0,0,0,1.584962501,0,0,0,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.321928095,0
SLC25A14,4.233772517,0,0,8.333749286,0,16.18294004,0,0,26.95274453,5.051616755,0,8.237401706,0,0,0,15.04353271,23.21533304,1.19793502,0,0,0,0,0,0,0,6.530868873,0,4.50883609,0.799422187,0,0,0.526507582,0,0.365883446,0,0,4.798574654,0,0,10.26170049,0,14.69312787,0.620384631,1.239781036,6.114393042,0,0,0,0,0,0,0,0,0,0.823795982,15.35602588,0,8.226545752,0,56.47404767,78.25562816,0,0,0,0,0,0,0,0,0,3.868797824,101.1125047,0,0,0.271292744,0,0,0,0,0,0,52.12152568,0,0,0,0,0,5.754887502,0,0,0,0,3.584962501,4.321928095,0,0,0,0,8.174925683,0,4.754887502,0,0,0,0,0,1.584962501,0,0,0,0,7.14974712,0,1.584962501,0,0,0,0,0,0,5.700439718,0,0,0,3.584962501,0,0,0,3.584962501,2.584962501,1,0,0,7.906890596,1,0,2,1.584962501,0,0,0,0,0,0,5.727920455,2.584962501,0,0,5.727920455,0,0,0,0,0,0,7.491853096,1.584962501,0,0,5.781359714,4.321928095,4.087462841,0,0,1,0,0,0,0,0,7.098032083,0,0,0,0,0,0,5,0,0,0,0,0
SCML2,0,0,12.3911318,0,0,0,0,0,0,0,0,0,0,2.477542532,0,0,0,0,0,0,0,0,0,0.30648706,0,0,0,35.5074865,0,0,0,16.58517674,0,0,0,0,0,0,0,1.597071283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954267764,0,0,0,0,0,0,0,0,0,621.2148602,0,0,0,98.27443996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95419631,3.459431619,0,0,0,0,3,0,0,0,0,0,0,3.584962501,0,0,0,0,2,1.584962501,0,0,0,0,0,5.977279923,0,0,0,0,0,0,0,0,5.700439718,5.169925001,0,0,5.584962501,0,0,0,0,5.584962501,0,0,0,0,0,0,7.577428828,0,0,0,0,0,1,0,0,0,0,6.129283017,0,0,6.169925001,0,0,0,4.169925001,3.321928095,0,0,0,0,0,8.005624549,0,0,6.169925001,0,0,0,0,0,0,0,3.807354922,0,0,0,0,0,2.584962501,0,1,0
TAFAZZIN,0,0,0,1.677359944,0,0,0,0,0,8.049308841,0,0,5.41685429,4.656478477,3.800716946,0,0,0,0.628258123,8.489999632,0,0,22.54143207,0,0,0,0,0,0.339682463,1.597366956,0,11.74521203,0.149427234,0,0,0,0,57.44864296,0.236181406,0,0,0.480250509,0.395411428,3.555868485,2.750894052,0,0,0,0,0,0,0,0,0.192863901,0,0,0,0.838929927,0,0,0,0,0.25117397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.560046366,0,0,0,5.882643049,3.169925001,0,5.672425342,0,0,0,0,0,1,0,0,0,3.321928095,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.584962501,0,0,0,0,0,0,0,0,1.584962501,0,0,0,0,0,0,0,0,0,0,0,1.584962501,0,0,2.807354922,0,0,2.584962501,0,0,5.700439718,1,0,0,0,0,0,0,0,0,0,0,0,0,4.321928095,0,2.321928095,1,0,0,0,0,1,1.584962501,3.459431619,3.169925001,5.727920455,3.459431619
PGK1,392.4165294,887.8027592,364.1311648,579.8357638,405.4387549,419.4365739,515.4286885,481.1233086,501.3750889,589.9537391,850.5624,667.6825573,694.224646,915.7811609,783.1159097,856.0852511,485.1621551,459.753966,550.4776789,886.0231735,775.8146162,1573.932894,1053.031716,253.3510331,235.2553067,590.1766195,1067.031093,755.5763708,736.815988,686.5736867,437.8114608,502.0484609,296.2482255,412.1167212,303.4060945,390.5599017,596.2217044,844.7818526,737.7819917,498.3234021,225.0847564,516.4669408,683.9532613,352.0380574,456.682492,317.8038872,643.1039925,294.1223993,117.1610695,39.50297102,201.0199377,60.24938646,54.90542576,306.8664122,272.2180957,149.1032277,181.1705635,81.36942489,58.80648678,284.7573634,117.2301357,490.6062006,204.3110297,824.1121904,231.9713668,597.5150452,0,131.1233896,115.745605,279.3060653,279.5547185,570.3952132,462.4602859,301.8922946,188.1379859,146.8404764,274.8980038,131.2021186,212.6601864,352.8749613,619.5383253,323.5644345,391.0689051,56.34728609,0,362.3961088,0,9.335390355,8.224001674,9.991521846,9.076815597,8.271463028,8.30833903,8.592457037,7.988684687,8.897845456,10.4252159,6.741466986,12.39633719,8.405141463,10.73978061,9.733015322,1,8.82336724,8.636624621,8.417852515,9.159871337,9.700439718,10.32418055,10.59339112,8.082149041,9.675957033,8.618385502,9.647458426,9.997179481,8.6794801,9.079484784,9.751544059,9.961449694,9.33315535,11.18239435,9.611024797,8.396604781,8.405141463,8.707359132,9.144658243,10.01122726,7.209453366,9.100662339,9.247927513,9.828136484,0,11.04848687,11.24733418,8.611024797,8.194756854,7.330916878,8.791162889,8.784634846,9.733015322,7.900866808,9.905387005,9.394462695,9.588714636,9.853309555,9.209453366,8.618385502,10.46454575,8.45532722,10.13955135,8.6794801,8.50779464,9.503825738,10.08613623,6.882643049,8.495855027,7.924812504,9.37286506,9.45532722,9.64385619,9.057991723,8.523561956,10.45840661,9.475733431,9.642051693,9.517669388,9.627533884,1.584962501,10.92109709,9.824958741,9.97441459,8.988684687,6.727920455,10.02652344,8.8008999,8.082149041,8.592457037,9.529430554,8.832890014,8.781359714,8.451211112,8.108524457,9.909893084
MAGT1,19.91353423,28.43909496,16.1919932,58.36231672,0,34.81514622,5.734160073,47.69893136,35.54544643,2.431605734,103.3652488,8.496620641,37.3720023,28.55645486,23.86519835,33.65980328,5.62207746,21.00574869,2.846845768,25.43295727,0.420669499,55.00362462,43.25840975,81.33827424,24.34733442,11.36765091,7.5254524,7.972667213,11.21427207,69.79691957,7.881043481,12.70797846,7.109595361,31.02205481,30.94857561,17.35069299,51.07965271,9.090499192,13.98925491,1.104482205,0.922486539,49.89656603,23.03666006,11.89279466,73.6783104,14.83221762,19.68217343,0,81.93808249,14.83786917,0,2.182182231,0,22.47249225,9.856747732,25.7596345,0.164985085,38.89717934,4.340036062,6.102506983,35.94873208,0,39.0223714,25.52446747,22.37609798,0.196537487,0,0,0,0,0.088678738,0.198027279,10.15082047,0,13.09604064,0,25.58346046,94.72258467,88.79520349,0,0.193875842,7.168228473,42.96893698,0,0,27.0092981,0,8.30833903,6.321928095,8.17990909,6.988684687,1,3.906890596,3,1.584962501,1.584962501,5.169925001,7.17990909,9.22881869,0,6.845490051,7.787902559,0,7.169925001,0,5.807354922,1,5.129283017,7.651051691,8.8008999,5.584962501,6.781359714,4.807354922,7.383704292,7.139551352,0,5.129283017,0,7.459431619,5.64385619,5.700439718,7.900866808,6.794415866,5.781359714,5.491853096,4,0,0,1.584962501,8.28077077,6.554588852,0,3.321928095,7.768184325,3,6.820178962,1,3.700439718,4.247927513,3,8.30833903,0,5.930737338,0,0,8.707359132,5.727920455,1,7.523561956,8.348728154,0,2,1.584962501,6.129283017,5.044394119,7.614709844,4.95419631,7.209453366,6.714245518,1.584962501,7.906890596,1,5.614709844,5.459431619,4.700439718,8.144658243,0,0,4.584962501,2.321928095,6.022367813,5.321928095,4.169925001,8.499845887,5.044394119,7.348728154,4.906890596,7.17990909,5.087462841,6.614709844,5.754887502,1.584962501,7.118941073
